ts_utc,direction,band_lo,band_hi,trigger,atr,ob_time,confirm_time,zone_width,entry_mid,datetime,entry_low,entry_high
2025-02-28 00:30:00+00:00,SELL,2862.195,2864.765,2863.48,,2025-02-28 00:00:00+00:00,2025-02-28 00:15:00+00:00,2.569999999999709,2863.48,2025-02-28 00:30:00+00:00,2862.195,2864.765
2025-03-03 00:30:00+00:00,SELL,2865.585,2867.248,2866.4165000000003,,2025-03-03 00:00:00+00:00,2025-03-03 00:15:00+00:00,1.663000000000011,2866.4165000000003,2025-03-03 00:30:00+00:00,2865.585,2867.248
2025-03-04 00:30:00+00:00,BUY,2890.325,2892.805,2891.5649999999996,,2025-03-04 00:00:00+00:00,2025-03-04 00:15:00+00:00,2.480000000000018,2891.5649999999996,2025-03-04 00:30:00+00:00,2890.325,2892.805
2025-03-05 00:30:00+00:00,BUY,2909.715,2911.555,2910.635,,2025-03-05 00:00:00+00:00,2025-03-05 00:15:00+00:00,1.8399999999996908,2910.635,2025-03-05 00:30:00+00:00,2909.715,2911.555
2025-03-06 00:30:00+00:00,BUY,2915.225,2917.275,2916.25,,2025-03-06 00:00:00+00:00,2025-03-06 00:15:00+00:00,2.050000000000182,2916.25,2025-03-06 00:30:00+00:00,2915.225,2917.275
2025-03-07 00:30:00+00:00,SELL,2906.235,2909.585,2907.91,,2025-03-07 00:00:00+00:00,2025-03-07 00:15:00+00:00,3.349999999999909,2907.91,2025-03-07 00:30:00+00:00,2906.235,2909.585
2025-03-10 00:45:00+00:00,SELL,2908.848,2911.575,2910.2115,,2025-03-10 00:00:00+00:00,2025-03-10 00:30:00+00:00,2.7269999999998618,2910.2115,2025-03-10 00:45:00+00:00,2908.848,2911.575
2025-03-11 00:30:00+00:00,SELL,2896.735,2898.685,2897.71,,2025-03-11 00:00:00+00:00,2025-03-11 00:15:00+00:00,1.949999999999818,2897.71,2025-03-11 00:30:00+00:00,2896.735,2898.685
2025-03-12 00:30:00+00:00,BUY,2912.938,2915.055,2913.9965,,2025-03-12 00:00:00+00:00,2025-03-12 00:15:00+00:00,2.1169999999997344,2913.9965,2025-03-12 00:30:00+00:00,2912.938,2915.055
2025-03-13 00:30:00+00:00,BUY,2943.248,2944.925,2944.0865000000003,,2025-03-13 00:00:00+00:00,2025-03-13 00:15:00+00:00,1.6770000000001346,2944.0865000000003,2025-03-13 00:30:00+00:00,2943.248,2944.925
2025-03-14 00:30:00+00:00,BUY,2984.158,2985.735,2984.9465,,2025-03-14 00:00:00+00:00,2025-03-14 00:15:00+00:00,1.5770000000002256,2984.9465,2025-03-14 00:30:00+00:00,2984.158,2985.735
2025-03-17 00:30:00+00:00,BUY,2981.975,2983.595,2982.785,,2025-03-17 00:00:00+00:00,2025-03-17 00:15:00+00:00,1.6199999999998909,2982.785,2025-03-17 00:30:00+00:00,2981.975,2983.595
2025-03-18 00:30:00+00:00,BUY,3011.265,3014.518,3012.8914999999997,,2025-03-18 00:00:00+00:00,2025-03-18 00:15:00+00:00,3.2530000000001564,3012.8914999999997,2025-03-18 00:30:00+00:00,3011.265,3014.518
2025-03-19 00:30:00+00:00,BUY,3036.295,3038.685,3037.49,,2025-03-19 00:00:00+00:00,2025-03-19 00:15:00+00:00,2.3899999999998727,3037.49,2025-03-19 00:30:00+00:00,3036.295,3038.685
2025-03-20 00:30:00+00:00,BUY,3050.408,3053.368,3051.888,,2025-03-20 00:00:00+00:00,2025-03-20 00:15:00+00:00,2.9600000000000364,3051.888,2025-03-20 00:30:00+00:00,3050.408,3053.368
2025-03-21 00:30:00+00:00,SELL,3026.865,3030.185,3028.5249999999996,,2025-03-21 00:00:00+00:00,2025-03-21 00:15:00+00:00,3.3200000000001637,3028.5249999999996,2025-03-21 00:30:00+00:00,3026.865,3030.185
2025-03-24 00:30:00+00:00,SELL,3018.855,3022.855,3020.855,,2025-03-24 00:00:00+00:00,2025-03-24 00:15:00+00:00,4.0,3020.855,2025-03-24 00:30:00+00:00,3018.855,3022.855
2025-03-25 00:30:00+00:00,SELL,3014.845,3018.845,3016.845,,2025-03-25 00:00:00+00:00,2025-03-25 00:15:00+00:00,4.0,3016.845,2025-03-25 00:30:00+00:00,3014.845,3018.845
2025-03-26 00:30:00+00:00,BUY,3013.048,3016.268,3014.658,,2025-03-26 00:00:00+00:00,2025-03-26 00:15:00+00:00,3.2200000000002547,3014.658,2025-03-26 00:30:00+00:00,3013.048,3016.268
2025-03-27 00:30:00+00:00,BUY,3031.428,3034.598,3033.013,,2025-03-27 00:00:00+00:00,2025-03-27 00:15:00+00:00,3.1700000000000728,3033.013,2025-03-27 00:30:00+00:00,3031.428,3034.598
2025-03-28 00:30:00+00:00,BUY,3072.305,3074.355,3073.33,,2025-03-28 00:00:00+00:00,2025-03-28 00:15:00+00:00,2.050000000000182,3073.33,2025-03-28 00:30:00+00:00,3072.305,3074.355
2025-03-31 00:30:00+00:00,BUY,3105.715,3109.195,3107.455,,2025-03-31 00:00:00+00:00,2025-03-31 00:15:00+00:00,3.480000000000018,3107.455,2025-03-31 00:30:00+00:00,3105.715,3109.195
2025-04-01 00:30:00+00:00,BUY,3144.285,3147.725,3146.005,,2025-04-01 00:00:00+00:00,2025-04-01 00:15:00+00:00,3.4400000000000546,3146.005,2025-04-01 00:30:00+00:00,3144.285,3147.725
2025-04-02 00:30:00+00:00,BUY,3124.555,3126.508,3125.5315,,2025-04-02 00:00:00+00:00,2025-04-02 00:15:00+00:00,1.9529999999999745,3125.5315,2025-04-02 00:30:00+00:00,3124.555,3126.508
2025-04-03 00:30:00+00:00,BUY,3146.855,3149.405,3148.13,,2025-04-03 00:00:00+00:00,2025-04-03 00:15:00+00:00,2.550000000000182,3148.13,2025-04-03 00:30:00+00:00,3146.855,3149.405
2025-04-04 00:30:00+00:00,SELL,3096.148,3100.148,3098.148,,2025-04-04 00:00:00+00:00,2025-04-04 00:15:00+00:00,4.0,3098.148,2025-04-04 00:30:00+00:00,3096.148,3100.148
2025-04-07 00:30:00+00:00,SELL,3027.598,3031.598,3029.598,,2025-04-07 00:00:00+00:00,2025-04-07 00:15:00+00:00,4.0,3029.598,2025-04-07 00:30:00+00:00,3027.598,3031.598
2025-04-08 00:30:00+00:00,SELL,2995.575,2999.575,2997.575,,2025-04-08 00:00:00+00:00,2025-04-08 00:15:00+00:00,4.0,2997.575,2025-04-08 00:30:00+00:00,2995.575,2999.575
2025-04-09 00:30:00+00:00,BUY,2998.695,3002.695,3000.695,,2025-04-09 00:00:00+00:00,2025-04-09 00:15:00+00:00,4.0,3000.695,2025-04-09 00:30:00+00:00,2998.695,3002.695
2025-04-10 00:30:00+00:00,BUY,3124.645,3127.975,3126.31,,2025-04-10 00:00:00+00:00,2025-04-10 00:15:00+00:00,3.3299999999999272,3126.31,2025-04-10 00:30:00+00:00,3124.645,3127.975
2025-04-11 00:45:00+00:00,BUY,3210.355,3214.355,3212.355,,2025-04-11 00:15:00+00:00,2025-04-11 00:30:00+00:00,4.0,3212.355,2025-04-11 00:45:00+00:00,3210.355,3214.355
2025-04-14 00:30:00+00:00,BUY,3231.835,3235.565,3233.7,,2025-04-14 00:00:00+00:00,2025-04-14 00:15:00+00:00,3.730000000000018,3233.7,2025-04-14 00:30:00+00:00,3231.835,3235.565
2025-04-15 00:30:00+00:00,BUY,3227.105,3229.945,3228.525,,2025-04-15 00:00:00+00:00,2025-04-15 00:15:00+00:00,2.8400000000001455,3228.525,2025-04-15 00:30:00+00:00,3227.105,3229.945
2025-04-16 00:30:00+00:00,BUY,3279.155,3283.155,3281.155,,2025-04-16 00:00:00+00:00,2025-04-16 00:15:00+00:00,4.0,3281.155,2025-04-16 00:30:00+00:00,3279.155,3283.155
2025-04-17 00:30:00+00:00,BUY,3338.515,3342.515,3340.515,,2025-04-17 00:00:00+00:00,2025-04-17 00:15:00+00:00,4.0,3340.515,2025-04-17 00:30:00+00:00,3338.515,3342.515
2025-04-21 00:30:00+00:00,BUY,3373.275,3377.275,3375.275,,2025-04-21 00:00:00+00:00,2025-04-21 00:15:00+00:00,4.0,3375.275,2025-04-21 00:30:00+00:00,3373.275,3377.275
2025-04-22 00:30:00+00:00,BUY,3479.015,3483.015,3481.015,,2025-04-22 00:00:00+00:00,2025-04-22 00:15:00+00:00,4.0,3481.015,2025-04-22 00:30:00+00:00,3479.015,3483.015
2025-04-23 00:30:00+00:00,SELL,3339.035,3343.035,3341.035,,2025-04-23 00:00:00+00:00,2025-04-23 00:15:00+00:00,4.0,3341.035,2025-04-23 00:30:00+00:00,3339.035,3343.035
2025-04-24 00:30:00+00:00,SELL,3327.595,3331.595,3329.595,,2025-04-24 00:00:00+00:00,2025-04-24 00:15:00+00:00,4.0,3329.595,2025-04-24 00:30:00+00:00,3327.595,3331.595
2025-04-25 00:30:00+00:00,SELL,3323.545,3327.545,3325.545,,2025-04-25 00:00:00+00:00,2025-04-25 00:15:00+00:00,4.0,3325.545,2025-04-25 00:30:00+00:00,3323.545,3327.545
2025-04-28 00:30:00+00:00,SELL,3289.195,3293.195,3291.195,,2025-04-28 00:00:00+00:00,2025-04-28 00:15:00+00:00,4.0,3291.195,2025-04-28 00:30:00+00:00,3289.195,3293.195
2025-04-29 00:30:00+00:00,SELL,3313.985,3317.405,3315.695,,2025-04-29 00:00:00+00:00,2025-04-29 00:15:00+00:00,3.4200000000000728,3315.695,2025-04-29 00:30:00+00:00,3313.985,3317.405
2025-04-30 00:30:00+00:00,SELL,3302.245,3305.975,3304.1099999999997,,2025-04-30 00:00:00+00:00,2025-04-30 00:15:00+00:00,3.730000000000018,3304.1099999999997,2025-04-30 00:30:00+00:00,3302.245,3305.975
2025-05-01 00:30:00+00:00,SELL,3227.065,3231.065,3229.065,,2025-05-01 00:00:00+00:00,2025-05-01 00:15:00+00:00,4.0,3229.065,2025-05-01 00:30:00+00:00,3227.065,3231.065
2025-05-02 00:30:00+00:00,SELL,3252.875,3256.425,3254.65,,2025-05-02 00:00:00+00:00,2025-05-02 00:15:00+00:00,3.550000000000182,3254.65,2025-05-02 00:30:00+00:00,3252.875,3256.425
2025-05-05 00:30:00+00:00,BUY,3253.505,3257.505,3255.505,,2025-05-05 00:00:00+00:00,2025-05-05 00:15:00+00:00,4.0,3255.505,2025-05-05 00:30:00+00:00,3253.505,3257.505
2025-05-06 00:30:00+00:00,BUY,3356.495,3360.495,3358.495,,2025-05-06 00:00:00+00:00,2025-05-06 00:15:00+00:00,4.0,3358.495,2025-05-06 00:30:00+00:00,3356.495,3360.495
2025-05-07 00:30:00+00:00,BUY,3374.455,3378.455,3376.455,,2025-05-07 00:00:00+00:00,2025-05-07 00:15:00+00:00,4.0,3376.455,2025-05-07 00:30:00+00:00,3374.455,3378.455
2025-05-08 00:30:00+00:00,BUY,3388.435,3392.435,3390.435,,2025-05-08 00:00:00+00:00,2025-05-08 00:15:00+00:00,4.0,3390.435,2025-05-08 00:30:00+00:00,3388.435,3392.435
2025-05-09 00:30:00+00:00,SELL,3310.835,3314.835,3312.835,,2025-05-09 00:00:00+00:00,2025-05-09 00:15:00+00:00,4.0,3312.835,2025-05-09 00:30:00+00:00,3310.835,3314.835
2025-05-12 00:30:00+00:00,SELL,3279.635,3283.335,3281.485,,2025-05-12 00:00:00+00:00,2025-05-12 00:15:00+00:00,3.699999999999818,3281.485,2025-05-12 00:30:00+00:00,3279.635,3283.335
2025-05-13 00:30:00+00:00,SELL,3235.015,3237.315,3236.165,,2025-05-13 00:00:00+00:00,2025-05-13 00:15:00+00:00,2.300000000000182,3236.165,2025-05-13 00:30:00+00:00,3235.015,3237.315
2025-05-14 00:30:00+00:00,SELL,3225.645,3229.645,3227.645,,2025-05-14 00:00:00+00:00,2025-05-14 00:15:00+00:00,4.0,3227.645,2025-05-14 00:30:00+00:00,3225.645,3229.645
2025-05-15 00:30:00+00:00,SELL,3148.235,3152.235,3150.235,,2025-05-15 00:00:00+00:00,2025-05-15 00:15:00+00:00,4.0,3150.235,2025-05-15 00:30:00+00:00,3148.235,3152.235
2025-05-16 00:30:00+00:00,BUY,3211.435,3214.825,3213.13,,2025-05-16 00:00:00+00:00,2025-05-16 00:15:00+00:00,3.3899999999998727,3213.13,2025-05-16 00:30:00+00:00,3211.435,3214.825
2025-05-19 00:30:00+00:00,BUY,3206.305,3210.305,3208.305,,2025-05-19 00:00:00+00:00,2025-05-19 00:15:00+00:00,4.0,3208.305,2025-05-19 00:30:00+00:00,3206.305,3210.305
2025-05-20 00:30:00+00:00,BUY,3211.085,3213.955,3212.52,,2025-05-20 00:00:00+00:00,2025-05-20 00:15:00+00:00,2.869999999999891,3212.52,2025-05-20 00:30:00+00:00,3211.085,3213.955
2025-05-21 00:30:00+00:00,BUY,3304.155,3308.155,3306.155,,2025-05-21 00:00:00+00:00,2025-05-21 00:15:00+00:00,4.0,3306.155,2025-05-21 00:30:00+00:00,3304.155,3308.155
2025-05-22 00:30:00+00:00,BUY,3332.438,3336.298,3334.368,,2025-05-22 00:00:00+00:00,2025-05-22 00:15:00+00:00,3.8599999999996726,3334.368,2025-05-22 00:30:00+00:00,3332.438,3336.298
2025-05-23 00:45:00+00:00,BUY,3305.745,3309.745,3307.745,,2025-05-23 00:15:00+00:00,2025-05-23 00:30:00+00:00,4.0,3307.745,2025-05-23 00:45:00+00:00,3305.745,3309.745
2025-05-26 00:30:00+00:00,BUY,3346.875,3350.828,3348.8514999999998,,2025-05-26 00:00:00+00:00,2025-05-26 00:15:00+00:00,3.9529999999999745,3348.8514999999998,2025-05-26 00:30:00+00:00,3346.875,3350.828
2025-05-27 00:30:00+00:00,SELL,3338.948,3341.198,3340.073,,2025-05-27 00:00:00+00:00,2025-05-27 00:15:00+00:00,2.25,3340.073,2025-05-27 00:30:00+00:00,3338.948,3341.198
2025-05-28 00:30:00+00:00,SELL,3295.625,3298.778,3297.2015,,2025-05-28 00:00:00+00:00,2025-05-28 00:15:00+00:00,3.1529999999997926,3297.2015,2025-05-28 00:30:00+00:00,3295.625,3298.778
2025-05-29 00:30:00+00:00,SELL,3272.065,3275.198,3273.6315,,2025-05-29 00:00:00+00:00,2025-05-29 00:15:00+00:00,3.132999999999811,3273.6315,2025-05-29 00:30:00+00:00,3272.065,3275.198
2025-05-30 00:30:00+00:00,SELL,3291.748,3294.898,3293.3230000000003,,2025-05-30 00:00:00+00:00,2025-05-30 00:15:00+00:00,3.150000000000091,3293.3230000000003,2025-05-30 00:30:00+00:00,3291.748,3294.898
2025-06-02 00:30:00+00:00,BUY,3308.425,3312.248,3310.3365000000003,,2025-06-02 00:00:00+00:00,2025-06-02 00:15:00+00:00,3.8229999999998654,3310.3365000000003,2025-06-02 00:30:00+00:00,3308.425,3312.248
2025-06-03 00:30:00+00:00,BUY,3360.755,3364.725,3362.74,,2025-06-03 00:00:00+00:00,2025-06-03 00:15:00+00:00,3.9699999999998,3362.74,2025-06-03 00:30:00+00:00,3360.755,3364.725
2025-06-04 00:30:00+00:00,BUY,3356.745,3360.678,3358.7115,,2025-06-04 00:00:00+00:00,2025-06-04 00:15:00+00:00,3.9329999999999927,3358.7115,2025-06-04 00:30:00+00:00,3356.745,3360.678
2025-06-05 00:30:00+00:00,BUY,3367.998,3371.998,3369.998,,2025-06-05 00:00:00+00:00,2025-06-05 00:15:00+00:00,4.0,3369.998,2025-06-05 00:30:00+00:00,3367.998,3371.998
2025-06-06 00:30:00+00:00,BUY,3368.898,3371.948,3370.423,,2025-06-06 00:00:00+00:00,2025-06-06 00:15:00+00:00,3.049999999999727,3370.423,2025-06-06 00:30:00+00:00,3368.898,3371.948
2025-06-09 00:30:00+00:00,SELL,3308.948,3311.865,3310.4065,,2025-06-09 00:00:00+00:00,2025-06-09 00:15:00+00:00,2.9169999999999163,3310.4065,2025-06-09 00:30:00+00:00,3308.948,3311.865
2025-06-10 00:45:00+00:00,SELL,3304.085,3308.085,3306.085,,2025-06-10 00:15:00+00:00,2025-06-10 00:30:00+00:00,4.0,3306.085,2025-06-10 00:45:00+00:00,3304.085,3308.085
2025-06-11 00:30:00+00:00,BUY,3336.745,3340.745,3338.745,,2025-06-11 00:00:00+00:00,2025-06-11 00:15:00+00:00,4.0,3338.745,2025-06-11 00:30:00+00:00,3336.745,3340.745
2025-06-12 00:30:00+00:00,BUY,3369.248,3373.248,3371.248,,2025-06-12 00:00:00+00:00,2025-06-12 00:15:00+00:00,4.0,3371.248,2025-06-12 00:30:00+00:00,3369.248,3373.248
2025-06-13 00:30:00+00:00,BUY,3422.555,3426.555,3424.555,,2025-06-13 00:00:00+00:00,2025-06-13 00:15:00+00:00,4.0,3424.555,2025-06-13 00:30:00+00:00,3422.555,3426.555
2025-06-16 00:30:00+00:00,BUY,3428.815,3432.815,3430.815,,2025-06-16 00:00:00+00:00,2025-06-16 00:15:00+00:00,4.0,3430.815,2025-06-16 00:30:00+00:00,3428.815,3432.815
2025-06-17 00:30:00+00:00,SELL,3386.835,3389.535,3388.185,,2025-06-17 00:00:00+00:00,2025-06-17 00:15:00+00:00,2.699999999999818,3388.185,2025-06-17 00:30:00+00:00,3386.835,3389.535
2025-06-18 00:30:00+00:00,BUY,3389.225,3392.695,3390.96,,2025-06-18 00:00:00+00:00,2025-06-18 00:15:00+00:00,3.4700000000002547,3390.96,2025-06-18 00:30:00+00:00,3389.225,3392.695
2025-06-19 00:30:00+00:00,SELL,3372.885,3374.175,3373.53,,2025-06-19 00:00:00+00:00,2025-06-19 00:15:00+00:00,1.2899999999999636,3373.53,2025-06-19 00:30:00+00:00,3372.885,3374.175
2025-06-20 00:30:00+00:00,SELL,3353.765,3355.575,3354.67,,2025-06-20 00:00:00+00:00,2025-06-20 00:15:00+00:00,1.8099999999999454,3354.67,2025-06-20 00:30:00+00:00,3353.765,3355.575
2025-06-23 00:30:00+00:00,SELL,3361.155,3364.865,3363.01,,2025-06-23 00:00:00+00:00,2025-06-23 00:15:00+00:00,3.7099999999995816,3363.01,2025-06-23 00:30:00+00:00,3361.155,3364.865
2025-06-24 00:30:00+00:00,SELL,3349.185,3353.185,3351.185,,2025-06-24 00:00:00+00:00,2025-06-24 00:15:00+00:00,4.0,3351.185,2025-06-24 00:30:00+00:00,3349.185,3353.185
2025-06-25 00:30:00+00:00,SELL,3326.575,3328.555,3327.5649999999996,,2025-06-25 00:00:00+00:00,2025-06-25 00:15:00+00:00,1.9800000000000182,3327.5649999999996,2025-06-25 00:30:00+00:00,3326.575,3328.555
2025-06-26 00:30:00+00:00,SELL,3335.385,3337.865,3336.625,,2025-06-26 00:00:00+00:00,2025-06-26 00:15:00+00:00,2.4799999999995634,3336.625,2025-06-26 00:30:00+00:00,3335.385,3337.865
2025-06-27 00:30:00+00:00,SELL,3290.825,3294.398,3292.6115,,2025-06-27 00:00:00+00:00,2025-06-27 00:15:00+00:00,3.57300000000032,3292.6115,2025-06-27 00:30:00+00:00,3290.825,3294.398
2025-06-30 00:30:00+00:00,SELL,3278.445,3281.298,3279.8715,,2025-06-30 00:00:00+00:00,2025-06-30 00:15:00+00:00,2.8529999999996107,3279.8715,2025-06-30 00:30:00+00:00,3278.445,3281.298
2025-07-01 00:30:00+00:00,BUY,3318.648,3322.355,3320.5015000000003,,2025-07-01 00:00:00+00:00,2025-07-01 00:15:00+00:00,3.70699999999988,3320.5015000000003,2025-07-01 00:30:00+00:00,3318.648,3322.355
2025-07-02 00:30:00+00:00,BUY,3339.225,3341.745,3340.4849999999997,,2025-07-02 00:00:00+00:00,2025-07-02 00:15:00+00:00,2.519999999999982,3340.4849999999997,2025-07-02 00:30:00+00:00,3339.225,3341.745
2025-07-03 00:30:00+00:00,BUY,3347.198,3349.248,3348.223,,2025-07-03 00:00:00+00:00,2025-07-03 00:15:00+00:00,2.050000000000182,3348.223,2025-07-03 00:30:00+00:00,3347.198,3349.248
2025-07-04 00:30:00+00:00,BUY,3337.745,3340.198,3338.9714999999997,,2025-07-04 00:00:00+00:00,2025-07-04 00:15:00+00:00,2.4529999999999745,3338.9714999999997,2025-07-04 00:30:00+00:00,3337.745,3340.198
2025-07-07 00:30:00+00:00,SELL,3308.595,3312.085,3310.34,,2025-07-07 00:00:00+00:00,2025-07-07 00:15:00+00:00,3.4900000000002365,3310.34,2025-07-07 00:30:00+00:00,3308.595,3312.085
2025-07-08 00:30:00+00:00,BUY,3329.689,3332.548,3331.1184999999996,,2025-07-08 00:00:00+00:00,2025-07-08 00:15:00+00:00,2.8589999999999236,3331.1184999999996,2025-07-08 00:30:00+00:00,3329.689,3332.548
2025-07-09 00:30:00+00:00,SELL,3291.548,3295.548,3293.548,,2025-07-09 00:00:00+00:00,2025-07-09 00:15:00+00:00,4.0,3293.548,2025-07-09 00:30:00+00:00,3291.548,3295.548
2025-07-10 00:30:00+00:00,BUY,3314.655,3316.575,3315.615,,2025-07-10 00:00:00+00:00,2025-07-10 00:15:00+00:00,1.919999999999618,3315.615,2025-07-10 00:30:00+00:00,3314.655,3316.575
2025-07-11 00:30:00+00:00,BUY,3333.278,3335.055,3334.1665,,2025-07-11 00:00:00+00:00,2025-07-11 00:15:00+00:00,1.7770000000000437,3334.1665,2025-07-11 00:30:00+00:00,3333.278,3335.055
2025-07-14 00:30:00+00:00,BUY,3354.135,3357.195,3355.665,,2025-07-14 00:00:00+00:00,2025-07-14 00:15:00+00:00,3.0599999999999454,3355.665,2025-07-14 00:30:00+00:00,3354.135,3357.195
2025-07-15 00:30:00+00:00,BUY,3357.445,3360.865,3359.1549999999997,,2025-07-15 00:00:00+00:00,2025-07-15 00:15:00+00:00,3.419999999999618,3359.1549999999997,2025-07-15 00:30:00+00:00,3357.445,3360.865
2025-07-16 00:30:00+00:00,SELL,3333.048,3334.865,3333.9565,,2025-07-16 00:00:00+00:00,2025-07-16 00:15:00+00:00,1.8170000000000073,3333.9565,2025-07-16 00:30:00+00:00,3333.048,3334.865
2025-07-17 00:30:00+00:00,BUY,3338.165,3341.548,3339.8565,,2025-07-17 00:00:00+00:00,2025-07-17 00:15:00+00:00,3.382999999999811,3339.8565,2025-07-17 00:30:00+00:00,3338.165,3341.548
2025-07-18 00:30:00+00:00,SELL,3334.298,3336.305,3335.3014999999996,,2025-07-18 00:00:00+00:00,2025-07-18 00:15:00+00:00,2.007000000000062,3335.3014999999996,2025-07-18 00:30:00+00:00,3334.298,3336.305
2025-07-21 00:30:00+00:00,BUY,3350.398,3352.035,3351.2165,,2025-07-21 00:00:00+00:00,2025-07-21 00:15:00+00:00,1.6369999999997162,3351.2165,2025-07-21 00:30:00+00:00,3350.398,3352.035
2025-07-22 00:30:00+00:00,BUY,3388.348,3392.235,3390.2915000000003,,2025-07-22 00:00:00+00:00,2025-07-22 00:15:00+00:00,3.887000000000171,3390.2915000000003,2025-07-22 00:30:00+00:00,3388.348,3392.235
2025-07-23 00:30:00+00:00,BUY,3421.868,3425.055,3423.4615,,2025-07-23 00:00:00+00:00,2025-07-23 00:15:00+00:00,3.186999999999898,3423.4615,2025-07-23 00:30:00+00:00,3421.868,3425.055
2025-07-24 00:30:00+00:00,SELL,3382.785,3385.135,3383.96,,2025-07-24 00:00:00+00:00,2025-07-24 00:15:00+00:00,2.350000000000364,3383.96,2025-07-24 00:30:00+00:00,3382.785,3385.135
2025-07-25 00:30:00+00:00,SELL,3359.248,3363.248,3361.248,,2025-07-25 00:00:00+00:00,2025-07-25 00:15:00+00:00,4.0,3361.248,2025-07-25 00:30:00+00:00,3359.248,3363.248
